id,key,value,type
418970574,highway,turning_circle,regular
418976387,highway,traffic_signals,regular
418976390,highway,crossing,regular
418986700,highway,crossing,regular
418986701,highway,crossing,regular
418988619,crossing,traffic_signals,regular
418988619,highway,traffic_signals,regular
418989402,highway,crossing,regular
418989402,source,bing,regular
418991366,highway,crossing,regular
418991408,highway,crossing,regular
418991425,highway,crossing,regular
418991468,highway,crossing,regular
419054589,highway,traffic_signals,regular
419055109,highway,crossing,regular
419105791,highway,crossing,regular
419136230,highway,mini_roundabout,regular
419548207,highway,crossing,regular
419548391,highway,crossing,regular
419630574,bus,yes,regular
419630574,lines,"64,C2",regular
419630574,name,Alameda Principal - Sur,regular
419630574,operator,EMT,regular
419630574,public_transport,stop_position,regular
419630574,ref,118,regular
419670595,bus,yes,regular
419670595,lines,"1,3,5,9,10,16,31,N1",regular
419670595,name,Avda. de Andalucía - Hacienda,regular
419670595,operator,EMT,regular
419670595,public_transport,stop_position,regular
419670595,ref,305,regular
419828572,crossing,traffic_signals,regular
419828572,highway,crossing,regular
419829568,highway,crossing,regular
419831078,crossing,traffic_signals,regular
419831078,highway,traffic_signals,regular
419831959,source,survey,regular
419831960,source,survey,regular
419832524,source,survey,regular
420058940,crossing,traffic_signals,regular
420058940,highway,traffic_signals,regular
420062618,crossing,traffic_signals,regular
420062618,highway,traffic_signals,regular
420362727,highway,crossing,regular
420365408,bus,yes,regular
420365408,lines,"1,3,5,9,10,16,27,N1",regular
420365408,name,Heroe de Sostoa - Jardín de la Abadía,regular
420365408,operator,EMT,regular
420365408,public_transport,stop_position,regular
420365408,ref,310,regular
420369267,crossing,traffic_signals,regular
420369267,highway,traffic_signals,regular
420377128,highway,turning_circle,regular
420377575,crossing,traffic_signals,regular
420377575,highway,crossing,regular
420524081,highway,crossing,regular
420549672,highway,turning_circle,regular
420551870,highway,turning_loop,regular
420563399,exit_to,La Cala del Moral,regular
420563399,highway,motorway_junction,regular
420563399,ref,246-B,regular
420667247,exit_to,Totalán,regular
420667247,highway,motorway_junction,regular
420667247,ref,1,regular
420669338,crossing,uncontrolled,regular
420669338,highway,crossing,regular
420669339,crossing,uncontrolled,regular
420669339,highway,crossing,regular
420670109,exit_to,Totalán,regular
420670109,highway,motorway_junction,regular
420670109,ref,1,regular
420671419,highway,motorway_junction,regular
420671419,ref,251,regular
420672864,exit_to,La Cala del Moral,regular
420672864,highway,motorway_junction,regular
420672864,ref,2,regular
420791568,highway,turning_circle,regular
420791960,highway,turning_circle,regular
420792190,highway,turning_circle,regular
420795778,highway,turning_circle,regular
420797870,highway,turning_circle,regular
420857790,highway,crossing,regular
420857851,highway,crossing,regular
420860397,highway,crossing,regular
420862480,highway,crossing,regular
420862494,highway,crossing,regular
420881542,highway,turning_circle,regular
421265129,highway,turning_circle,regular
421266033,highway,turning_circle,regular
421303668,highway,turning_circle,regular
421395948,crossing,uncontrolled,regular
421395948,highway,crossing,regular
421395948,supervised,no,regular
421404622,amenity,parking,regular
421404622,parking,surface,regular
421412581,highway,crossing,regular
421413412,highway,crossing,regular
421413507,amenity,parking,regular
421413507,parking,multi-storey,regular
421429242,ele,98.137467,regular
421429473,ele,88.176747,regular
421429477,ele,87.62018339747995,regular
422569883,highway,turning_circle,regular
430878773,amenity,bus_station,regular
430878773,bench,yes,regular
430878773,covered,yes,regular
430878773,highway,bus_stop,regular
430878773,name,Estación de Muelle Heredia,regular
430878773,network,CTMAM,regular
430878773,wikipedia,es:Estación de Muelle Heredia,regular
430878774,historic,memorial,regular
430878774,name,Heliogramas,regular
431400192,exit_to,Torre de Benagalbon,regular
431400192,highway,motorway_junction,regular
431400192,ref,258,regular
431607560,amenity,fuel,regular
431607561,exit_to,Puerto de Málaga; Poligono Industrial,regular
431607561,highway,motorway_junction,regular
431607561,name,puerto,regular
431607561,ref,4,regular
431607566,highway,motorway_junction,regular
431607566,ref,3b,regular
446252421,source,survey,regular
449061356,highway,motorway_junction,regular
481276057,highway,mini_roundabout,regular
495993120,highway,crossing,regular
495993919,highway,crossing,regular
496235950,amenity,parking,regular
496236010,name,Torremolinos (Cercanías C1),regular
496236010,railway,station,regular
501584589,ele,89.971723,regular
501584590,ele,56.317163825371026,regular
501584592,ele,56.06854794371934,regular
501584593,ele,55.62257202765457,regular
501584594,ele,54.76932331560742,regular
501584595,ele,54.38932972057654,regular
501584596,ele,53.92345210536121,regular
501584597,ele,53.782609927844675,regular
501584598,ele,54.12959146735154,regular
501584600,ele,54.766611593005294,regular
501584652,ele,88.755887,regular
501584653,ele,94.48806142042868,regular
501592559,ele,89.38744778350667,regular
501592561,ele,89.65392541697062,regular
501592573,ele,97.974495,regular
501592574,ele,97.30345791733703,regular
501592575,ele,97.40119696230423,regular
501592576,ele,97.14713879733195,regular
502081996,ele,97.10881184343992,regular
502082053,ele,90.042101,regular
502082058,ele,94.678245,regular
502082061,ele,94.630776,regular
502082063,ele,94.630776,regular
502082066,ele,94.62963164072355,regular
502082070,ele,94.27175768784086,regular
502082082,ele,94.28113439605585,regular
502082084,ele,94.469049,regular
502082091,ele,91.7896858118286,regular
502082100,ele,95.75482282883168,regular
502082121,ele,97.974495,regular
502082126,ele,97.974495,regular
502082140,ele,94.135708,regular
502082148,ele,94.75444635621815,regular
502082153,ele,94.2827912886232,regular
502082429,ele,88.755887,regular
502082434,ele,94.00993509993118,regular
502082440,ele,93.05950570576643,regular
502082448,ele,92.77516562645738,regular
502082457,ele,89.55519868480155,regular
502082472,ele,86.05000796572634,regular
502082478,ele,82.6306172977109,regular
502082483,ele,82.64737995962733,regular
502082491,ele,81.42761308269264,regular
502082496,ele,79.07910582726767,regular
502082504,ele,76.05141309250624,regular
502082510,ele,74.71018929739283,regular
502082515,ele,69.66424827571231,regular
502082520,ele,65.88779384249244,regular
502082525,ele,64.35509414871976,regular
502082549,ele,62.41145579893572,regular
502082557,ele,60.54904535434663,regular
502365274,amenity,car_rental,regular
502365274,name,Helle-Hollis,regular
511177306,ele,117.651323,regular
511177314,ele,117.06646,regular
522042921,highway,mini_roundabout,regular
529391684,crossing,uncontrolled,regular
529391684,highway,crossing,regular
529391685,crossing,uncontrolled,regular
529391685,highway,crossing,regular
529391692,crossing,uncontrolled,regular
529391692,highway,crossing,regular
529513537,highway,crossing,regular
529513537,source,Bing,regular
529737263,highway,turning_circle,regular
529737264,highway,turning_circle,regular
529737265,highway,turning_circle,regular
529737345,highway,turning_circle,regular
529737362,highway,turning_circle,regular
529737370,highway,turning_circle,regular
529737401,highway,turning_circle,regular
529737406,highway,turning_circle,regular
529737407,highway,turning_circle,regular
529743774,ele,117.54410352488996,regular
529762475,highway,crossing,regular
529762528,ele,106.51116486895774,regular
529762530,ele,107.29843304389235,regular
529762532,ele,107.56980008097881,regular
529762535,ele,115.556653,regular
529762537,ele,97.07762988983063,regular
529762540,ele,95.38629958965518,regular
529762543,ele,95.16691112404988,regular
529762544,ele,93.645798,regular
529762546,ele,94.88165684268753,regular
529762548,ele,96.134205,regular
529762550,ele,94.621343,regular
529762551,ele,94.72016895118671,regular
529762553,ele,94.92739052575614,regular
529762555,ele,93.645798,regular
529762557,ele,93.54990557443759,regular
529762573,ele,94.35573732737556,regular
529762575,ele,114.76708197635817,regular
529762577,ele,108.86167710834768,regular
529762578,ele,111.42589043557754,regular
529762580,ele,101.379684,regular
534171265,highway,turning_circle,regular
534171391,highway,turning_circle,regular
534171527,highway,turning_loop,regular
534171619,highway,turning_circle,regular
534256792,highway,turning_circle,regular
534370979,crossing,uncontrolled,regular
534370979,highway,crossing,regular
534370979,source,Bing,regular
534370984,crossing,uncontrolled,regular
534370984,highway,crossing,regular
534370984,source,Bing,regular
534941916,highway,turning_circle,regular
534941933,highway,turning_circle,regular
534941960,highway,turning_circle,regular
534942364,highway,turning_circle,regular
534942713,noexit,yes,regular
535221940,highway,motorway_junction,regular
535229280,amenity,fire_station,regular
535229280,source,yahoo,regular
538850447,exit_to,vía de servicio,regular
538850447,highway,motorway_junction,regular
538854347,exit_to,Pantano del Agujero;La Concepción,regular
538854347,highway,motorway_junction,regular
538854347,ref,140,regular
538906785,highway,motorway_junction,regular
538906788,highway,motorway_junction,regular
540111514,ele,96.98223518302501,regular
540118754,ele,103.23036346270597,regular
540119886,ele,103.12290535669922,regular
540119888,ele,102.49632330893527,regular
540119898,ele,103.28795852934059,regular
540119899,ele,103.179959,regular
540119901,ele,103.248088,regular
540119902,ele,103.192347,regular
541078484,highway,traffic_signals,regular
541397073,addr:city,Málaga,regular
541397073,addr:housenumber,3,regular
541397073,addr:postcode,29016,regular
541397073,addr:street,Plaza de la Constitución,regular
541397073,amenity,cafe,regular
541397073,cuisine,regional,regular
541397073,name,Café Central,regular
541397073,wheelchair,yes,regular
542686603,highway,mini_roundabout,regular
542686930,highway,crossing,regular
542694171,highway,mini_roundabout,regular
544046169,highway,mini_roundabout,regular
544060928,highway,traffic_signals,regular
544060937,highway,crossing,regular
544217999,amenity,car_rental,regular
544217999,name,Marbesol,regular
549225993,crossing,traffic_signals,regular
549225993,highway,crossing,regular
549226011,crossing,traffic_signals,regular
549226011,highway,crossing,regular
549226082,crossing,traffic_signals,regular
549226082,highway,crossing,regular
549504874,highway,crossing,regular
549504875,highway,crossing,regular
549504946,highway,turning_circle,regular
549516545,ele,78.98459576461792,regular
549516549,noexit,yes,regular
549516560,ele,81.02897129188861,regular
549516572,ele,78.18825648489684,regular
549516582,ele,80.889376,regular
549635733,highway,crossing,regular
549635733,source,bing,regular
549635798,highway,crossing,regular
549635798,source,bing,regular
549635803,highway,crossing,regular
549635803,source,bing,regular
549635825,crossing,traffic_signals,regular
549635825,highway,crossing,regular
549635825,source,yahoo,regular
549638648,ele,84.0830615878093,regular
549638735,ele,84.0535354562782,regular
549638737,ele,82.712265,regular
549638741,ele,80.717627,regular
549644022,ele,100.235196,regular
549644024,ele,98.91837380913748,regular
549644039,ele,87.4237017479937,regular
549644047,ele,104.17194,regular
549644048,ele,98.220651,regular
549644058,ele,97.942842,regular
549968956,highway,crossing,regular
549969027,highway,crossing,regular
549969043,highway,crossing,regular
549969104,highway,crossing,regular
549969139,highway,crossing,regular
549969143,highway,crossing,regular
549969176,highway,crossing,regular
550862130,ele,98.59141135167013,regular
550862144,ele,99.00208708209315,regular
550862152,ele,102.05601434149048,regular
550876200,ele,103.088164,regular
550876201,ele,103.179914,regular
550876202,ele,103.179914,regular
550876203,ele,103.456454,regular
550876204,ele,103.088164,regular
550876205,ele,102.523216,regular
561056003,shop,dry_cleaning,regular
561056004,ele,95.96157430501192,regular
561056005,ele,97.35158325160688,regular
561056006,ele,96.91883783577646,regular
561056012,ele,90.8281305675801,regular
561056013,ele,96.612663,regular
561056014,ele,96.134205,regular
561056015,ele,93.435539,regular
561056017,amenity,fast_food,regular
561056017,cuisine,burger,regular
561056017,name,Burger King,regular
561056025,ele,89.971723,regular
561056031,highway,elevator,regular
561056035,ele,89.971723,regular
561056039,ele,93.16243010008594,regular
561056040,ele,94.10083996894235,regular
561056050,ele,58.635875376459786,regular
561056051,ele,59.15873,regular
561056052,ele,59.15873,regular
561056053,ele,61.916388,regular
561056057,ele,55.71446079998962,regular
561056058,ele,56.63229857530167,regular
561056063,ele,100.90883160398289,regular
561056064,ele,99.466799,regular
561056065,amenity,parking,regular
561056065,ele,99.466799,regular
561056065,fee,yes,regular
561056065,name,San Miguel,regular
561056065,parking,underground,regular
561056087,ele,99.2575,regular
561056097,addr:city,Torremolinos,regular
561056097,amenity,restaurant,regular
561056097,contact:phone,+34 951 50 10 15,regular
561056097,contact:website,http://www.tabernamansiega.com/,regular
561056097,name,Taberna Mansiega,regular
561056098,description,Elevator to the beach,regular
561056098,highway,elevator,regular
561056103,ele,94.630776,regular
561056104,ele,95.44977785077569,regular
577389216,ele,96.648391,regular
577389234,furniture,bathroom,regular
577389234,shop,furniture,regular
577389235,shop,moto,regular
577389242,ele,77.84448449263432,regular
577389253,ele,79.9949446078022,regular
577389260,ele,87.521624,regular
577389261,ele,95.606548,regular
577389266,ele,87.663444,regular
577389277,ele,76.37591240187179,regular
577389280,ele,79.3540647625751,regular
577389285,ele,96.57058027909987,regular
577389287,ele,88.771284,regular
577389289,ele,85.37622735509436,regular
577389290,ele,89.873763,regular
577389293,ele,86.73861082472516,regular
577389294,ele,86.2956438247457,regular
577389295,ele,85.138082,regular
577389298,highway,motorway_junction,regular
577389298,name,Ortega y Gasset,regular
577389300,ele,71.21728785379653,regular
577389312,ele,71.00228822555125,regular
577389315,highway,traffic_signals,regular
577389317,ele,71.268685,regular
577389319,ele,75.15947,regular
577406868,ele,75.66245606720675,regular
577406880,crossing,traffic_signals,regular
577406880,highway,crossing,regular
577406880,source,PNOA,regular
577406880,source:date,2013,regular
577406887,amenity,parking_entrance,regular
577406887,foot,yes,regular
577406887,motor_vehicle,no,regular
577406887,note,This node is the walking entrace/exit. There is a driving entry near the bridge to SW,regular
577406887,parking,underground,regular
577421645,ele,73.693726,regular
577421646,ele,73.588593,regular
577421648,ele,80.439481,regular
577421648,highway,motorway_junction,regular
577421649,ele,85.559818,regular
577421650,ele,78.29872578407311,regular
577421651,ele,73.693726,regular
577421652,ele,79.41712133597298,regular
577421653,ele,84.65490932548265,regular
577421654,ele,86.17899840646199,regular
577421655,ele,77.672342,regular
577421656,ele,76.952338,regular
577421661,ele,72.167801,regular
577421662,ele,72.32840405818914,regular
577421664,ele,89.465595,regular
577421665,ele,89.88902314813211,regular
577421667,ele,113.80848168413736,regular
577421668,ele,111.559841,regular
577421669,ele,110.5476995763197,regular
577421670,ele,109.63892968617161,regular
577421671,ele,108.57423182429689,regular
577421672,ele,108.29765958763157,regular
577421690,ele,80.735967,regular
577421690,highway,crossing,regular
577421690,source,bing,regular
577421691,ele,80.75483335327293,regular
577421692,ele,80.73596666065086,regular
577421695,ele,78.35788527079548,regular
577421695,highway,crossing,regular
577421695,source,bing,regular
577421696,ele,77.82123470884744,regular
577421698,ele,102.49929722147839,regular
577421699,ele,102.00207642606617,regular
577421700,ele,101.210948,regular
577421700,highway,crossing,regular
577421700,source,bing,regular
577421701,ele,99.50551886645108,regular
577421702,ele,91.99472913734417,regular
577421703,ele,102.591895,regular
577421704,ele,102.612919,regular
577421705,ele,87.849686,regular
577421705,highway,crossing,regular
577421705,source,bing,regular
577421706,ele,84.27736621975178,regular
577421707,ele,86.0299958819637,regular
577421708,ele,88.80009605848609,regular
577421709,ele,89.84592391451898,regular
577421710,ele,93.02408979215241,regular
577421711,ele,82.98681185495347,regular
577421712,ele,86.97461249984418,regular
577421713,ele,96.326819,regular
577421714,ele,96.326819,regular
577421715,ele,96.92298382943004,regular
577421716,ele,97.77366119901988,regular
577421717,ele,99.79902295596071,regular
577421718,ele,102.029103,regular
577421719,ele,82.37815245061036,regular
577421720,ele,93.66203684099307,regular
577421721,ele,92.74733764244242,regular
577421722,ele,91.59233615933371,regular
577421723,ele,93.4914491991124,regular
577421725,ele,75.38799696239646,regular
577421725,highway,crossing,regular
577421725,source,bing,regular
577421726,ele,75.84082843320145,regular
577421727,ele,77.36349101522016,regular
577421731,ele,94.16649820910473,regular
577421732,shop,electro_repair,regular
577421733,ele,121.261796,regular
577421734,ele,115.41414420484595,regular
577421735,ele,134.991842,regular
577421736,ele,118.868601,regular
577421737,ele,118.868601,regular
577421738,highway,turning_circle,regular
577421742,ele,134.991842,regular
577421742,highway,turning_circle,regular
577421743,ele,110.14099646493834,regular
577421744,ele,111.421873,regular
577421745,ele,115.68337995847573,regular
577421746,ele,128.4018133011224,regular
577421747,ele,126.78541981316413,regular
577421748,ele,124.10583478938062,regular
577421749,ele,123.546704961612,regular
577421750,ele,124.201986,regular
577421750,highway,turning_circle,regular
577421751,ele,117.82292047146153,regular
577421755,ele,92.33783969931349,regular
577421756,ele,107.65956799136414,regular
577421761,ele,103.827217,regular
577421762,ele,102.66307760645694,regular
577421763,ele,102.10794960294538,regular
577421764,ele,100.63064303281833,regular
577421765,ele,101.50484093987535,regular
577421766,ele,94.39606734376984,regular
577421766,highway,crossing,regular
577421766,source,bing,regular
577421787,ele,98.33938864544652,regular
577443569,barrier,choker,regular
617584094,amenity,restaurant,regular
617584094,cuisine,regional,regular
617584094,name,La Competencia,regular
619490211,ele,55.09895,regular
619490213,ele,55.09895,regular
619490214,ele,56.45535014118636,regular
619490215,ele,60.26934252056496,regular
619490216,ele,62.56977508664191,regular
619490217,ele,61.917474213077114,regular
619490240,ele,57.251036,regular
619490241,ele,57.251036,regular
619490242,ele,55.24068647388849,regular
619490243,ele,57.251036,regular
619490244,ele,56.7266385943165,regular
622635355,amenity,hospital,regular
622635355,name,Hospital Marítimo de Torremolinos,regular
622635355,toilets:wheelchair,yes,regular
622635355,wheelchair,yes,regular
622635356,name,RIU Belplaya,regular
622635356,tourism,hotel,regular
622635357,name,RIU Costa Lago,regular
622635357,tourism,hotel,regular
637763052,name,Tryp Guadalmar,regular
637763052,tourism,hotel,regular
639263016,amenity,restaurant,regular
639263016,name,Frascati,regular
642038289,amenity,police,regular
642038289,name,Comisaría Provincial de Málaga,regular
643018742,ele,114.98469599733866,regular
643018744,ele,105.06238499515493,regular
643018746,ele,93.01933497776581,regular
643021924,ele,107.181244,regular
643022157,ele,104.17747,regular
643107370,ele,88.42151682190418,regular
643107376,ele,85.11802611870668,regular
643107379,ele,85.208922,regular
643107383,ele,84.053562,regular
643107386,ele,84.04264856063928,regular
643107390,ele,83.39906571188743,regular
643107393,ele,82.68671139524318,regular
643107397,ele,82.42245,regular
643107400,ele,81.15326255699075,regular
643107411,ele,81.960175,regular
643107415,ele,83.20740812296948,regular
643107420,ele,83.50710865307833,regular
643107423,ele,84.037565,regular
643130100,bus,yes,regular
643130100,highway,no,regular
643130100,lines,1,regular
643130100,name,Avda. de las Postas - Sinai,regular
643130100,operator,EMT,regular
643130100,public_transport,platform,regular
643130100,ref,115,regular
643130658,bus,yes,regular
643130658,lines,1,regular
643130658,name,Avda. de las Postas - Lorenza Correa,regular
643130658,operator,EMT,regular
643130658,public_transport,platform,regular
643130658,ref,152,regular
643131416,bench,yes,regular
643131416,bus,yes,regular
643131416,covered,yes,regular
643131416,lines,1,regular
643131416,name,Fernando el Católico,regular
643131416,operator,EMT,regular
643131416,public_transport,platform,regular
643131416,ref,105,regular
643131855,bench,yes,regular
643131855,bus,yes,regular
643131855,covered,yes,regular
643131855,lines,1,regular
643131855,name,Cristo de la Epidemia - Tejeros,regular
643131855,operator,EMT,regular
643131855,public_transport,platform,regular
643131855,ref,160,regular
643132048,highway,bus_stop,regular
643132048,name,Tejeros (L-37),regular
644958181,note,This is the entrance,regular
659696156,barrier,sally_port,regular
663382842,highway,bus_stop,regular
663382842,name,Conde de Ureña,regular
671979359,ele,86.456402,regular
671979361,ele,77.93234215382303,regular
671979364,ele,80.61232494734365,regular
671979366,ele,80.15938028660634,regular
671979369,ele,80.89165274147197,regular
671979371,ele,80.75148979712478,regular
671979373,ele,80.28564349802694,regular
671979375,ele,79.555603,regular
671979378,ele,80.160898,regular
671979380,ele,80.30183910428819,regular
671979383,ele,80.717627,regular
671979386,ele,82.36894050699696,regular
671979388,ele,79.555603,regular
671979391,ele,80.2951275795598,regular
671979393,ele,82.42245,regular
671979396,ele,84.328427,regular
671979400,ele,86.173973,regular
671979405,ele,82.26406621136044,regular
671979407,ele,85.138082,regular
671979412,ele,85.02250302746006,regular
674023135,bench,yes,regular
674023135,bus,yes,regular
674023135,lines,1;3;10;19;C2,regular
674023135,name,Salitre - Jacinto Verdaguer,regular
674023135,operator,EMT,regular
674023135,public_transport,platform,regular
674023135,ref,368,regular
674023135,shelter,yes,regular
674023135,wheelchair,yes,regular
674023744,highway,bus_stop,regular
674023744,name,Louis Pasteur (L-11),regular
674023832,name,Louis Pasteur (L-22),regular
674023832,public_transport,platform,regular
674024455,name,"Facultad Ciencias (L-11,18)",regular
674024455,public_transport,platform,regular
674024455,ref,850,regular
674024487,highway,bus_stop,regular
674024487,name,"Facultad Medicina (L-8, 20,22)",regular
674024594,highway,bus_stop,regular
674024594,name,Facultad Filosofía (L-20),regular
674024594,ref,832,regular
674024632,name,Facultad Filosofía (L-22),regular
674024632,public_transport,platform,regular
674024632,ref,2253,regular
674024715,highway,bus_stop,regular
674024715,name,"Facultad Derecho (L-20,22)",regular
675368408,ele,87.841293,regular
675368410,ele,87.841293,regular
675368411,ele,88.270992,regular
675368412,ele,88.270992,regular
675368413,ele,88.270992,regular
675368421,amenity,fast_food,regular
675368421,cuisine,burger,regular
675368421,name,McDonald's Teatinos,regular
676384714,amenity,post_box,regular
676384714,name,Buzón,regular
676384714,operator,Correos,regular
676384716,amenity,school,regular
676384716,name,Colegio Concertado San Patricio,regular
676384716,operator,FDE Santa María de La Victoria,regular
676384717,amenity,school,regular
676384717,name,Colegio Concertado Santa Luisa de Marillac,regular
676384718,amenity,place_of_worship,regular
676384718,denomination,catholic,regular
676384718,name,Parroquia de San Patricio,regular
676384718,religion,christian,regular
676384719,addr:housenumber,10,regular
676384719,addr:postcode,29002,regular
676384719,addr:street,Calle de Eduardo Marquina,regular
676384719,name,Mercadona,regular
676384719,opening_hours,Mo-Sa 09:00-21:30,regular
676384719,shop,supermarket,regular
676384720,addr:country,ES,regular
676384720,amenity,telephone,regular
676384720,name,Cabina Telefónica,regular
677030956,bench,yes,regular
677030956,bus,yes,regular
677030956,lines,"1,3,5,9,10,16,27,A,N1",regular
677030956,name,La Hoz - Mercado de Huelin,regular
677030956,operator,EMT,regular
677030956,public_transport,platform,regular
677030956,ref,1259,regular
677030956,shelter,yes,regular
677031002,bench,yes,regular
677031002,bus,yes,regular
677031002,lines,"15,31,22",regular
677031002,name,Avenida Juan XXIII - Princesa,regular
677031002,operator,EMT,regular
677031002,public_transport,platform,regular
677031002,ref,1559,regular
677031002,shelter,yes,regular
677031019,bench,yes,regular
677031019,bus,yes,regular
677031019,lines,"1,3,5,9,10,16,27,N1",regular
677031019,name,Heroe de Sostoa - Obras Públicas,regular
677031019,operator,EMT,regular
677031019,public_transport,platform,regular
677031019,ref,312,regular
677031019,shelter,yes,regular
677031361,crossing,traffic_signals,regular
677031361,highway,traffic_signals,regular
677373042,crossing,traffic_signals,regular
677373042,highway,traffic_signals,regular
677373885,crossing,traffic_signals,regular
677373885,highway,traffic_signals,regular
677386242,barrier,gate,regular
677387873,barrier,gate,regular
677396715,crossing,traffic_signals,regular
677396715,highway,crossing,regular
683398805,crossing,traffic_signals,regular
683398805,highway,crossing,regular
683401115,railway,level_crossing,regular
698564180,amenity,car_rental,regular
698564180,name,Top Cars,regular
698564180,website,www.topcars.es,regular
724046520,highway,bus_stop,regular
724046520,name,Parque Mediterraneo,regular
724047681,bench,yes,regular
724047681,bus,yes,regular
724047681,lines,"3,5,9,10,22,27,31,N1",regular
724047681,name,Avenida de Velázquez - Vistafranca,regular
724047681,operator,EMT,regular
724047681,public_transport,platform,regular
724047681,ref,355,regular
724047681,shelter,yes,regular
726308715,amenity,school,regular
726308715,name,CEIP Hogarsol,regular
726309221,amenity,school,regular
726309221,name,IES Huelin,regular
726309801,amenity,school,regular
726309801,name,CEIP Eduardo Ocón,regular
726314844,amenity,parking,regular
726314844,name,Aparcamiento Municipal Huelin,regular
726325361,amenity,school,regular
726325361,name,Colegio Padre Jacobo,regular
729659511,highway,turning_circle,regular
729659578,highway,mini_roundabout,regular
730024946,ele,108.90007742591438,regular
730562848,highway,traffic_signals,regular
730562904,crossing,zebra,regular
730562904,highway,crossing,regular
730569101,highway,crossing,regular
730569114,highway,crossing,regular
730569121,highway,crossing,regular
730933127,highway,mini_roundabout,regular
737470528,highway,turning_circle,regular
737470528,source,yahoo,regular
738916426,highway,crossing,regular
738916471,highway,crossing,regular
740789325,hiking,yes,regular
740789325,information,guidepost,regular
740789325,tourism,information,regular
740789327,is_in:state,Málaga,regular
740789327,is_in:state_code,29,regular
740789327,mountain_pass,yes,regular
740789327,name,Puerto de las Ovejas,regular
740789327,source,Instituto Geográfico Nacional,regular
740789327,source:date,201011,regular
740789694,hiking,yes,regular
740789694,information,guidepost,regular
740789694,tourism,information,regular
745212748,crossing,uncontrolled,regular
745212748,highway,crossing,regular
745212804,amenity,car_rental,regular
745212804,description,Devolución,regular
745212804,description:en,Car hire return,regular
745212804,name:en,Rental return,regular
745212804,note,"This node is for routing, not true rental offices.  Please update as construction continues.",regular
745212915,barrier,bollard,regular
745212915,bicycle,no,regular
745212915,foot,yes,regular
746304738,highway,crossing,regular
746304738,source,bing,regular
746304970,highway,crossing,regular
746325874,crossing,traffic_signals,regular
746325874,highway,traffic_signals,regular
746325874,source,bing,regular
746325887,highway,crossing,regular
746325905,crossing,traffic_signals,regular
746325905,highway,crossing,regular
746325905,source,bing,regular
746325923,crossing,traffic_signals,regular
746325923,highway,traffic_signals,regular
751074688,highway,give_way,regular
760219851,highway,traffic_signals,regular
760607975,ele,104.181547,regular
764440682,highway,crossing,regular
764442812,highway,traffic_signals,regular
764442997,highway,bus_stop,regular
764442997,name,EMT,regular
764443050,highway,bus_stop,regular
764443050,name,Plaza Merida Piret,regular
764443152,highway,bus_stop,regular
764443152,name,EMT,regular
765098983,crossing,traffic_signals,regular
765098983,highway,crossing,regular
765099030,crossing,traffic_signals,regular
765099030,highway,crossing,regular
765104419,highway,crossing,regular
765104419,source,bing,regular
765105022,crossing,zebra,regular
765105022,highway,crossing,regular
765183191,barrier,gate,regular
765184490,amenity,fuel,regular
765184490,name,CEPSA,regular
765184490,opening_hours,open; Sa-Su 24/7,regular
765184490,operator,Cepsa,regular
765184490,source,mytic 20080811,regular
765380989,aeroway,helipad,regular
765380990,aeroway,helipad,regular
765381056,barrier,gate,regular
765589787,amenity,restaurant,regular
765589787,name,Il Laboratorio Trattoria,regular
765589787,toilets,yes,regular
765589787,toilets:access,customers,regular
765589787,toilets:female,yes,regular
765589787,toilets:male,yes,regular
765915973,addr:city,Málaga,regular
765915973,addr:housenumber,201,regular
765915973,addr:postcode,29017,regular
765915973,addr:street,Juan Sebastian Elcano,regular
765915973,amenity,bank,regular
765915973,atm,yes,regular
765915973,atm:network,Servired,regular
765915973,name,La Caixa,regular
765915973,operator,La Caixa,regular
765915973,wheelchair,no,regular
765915973,wheelchair:description,Escalón en la entrada. Cerraron la oficina antigua que era accesible para instalarse en esta. Progresan en sentido inverso.,regular
765916001,amenity,waste_basket,regular
765916018,highway,turning_circle,regular
765916043,highway,turning_circle,regular
765916046,addr:country,ES,regular
765916046,amenity,telephone,regular
766004300,amenity,fountain,regular
766056530,historic,monument,regular
766056530,name,Monumento a Torrijos,regular
766071311,amenity,restaurant,regular
766635767,barrier,bollard,regular
766635767,bicycle,no,regular
766635767,foot,yes,regular
766635776,crossing,uncontrolled,regular
766635776,highway,crossing,regular
766885438,highway,traffic_signals,regular
766885454,crossing,traffic_signals,regular
766885454,highway,crossing,regular
766938939,highway,turning_circle,regular
766939014,highway,turning_circle,regular
766939031,highway,turning_circle,regular
767152008,crossing,uncontrolled,regular
767152008,highway,crossing,regular
767525107,highway,crossing,regular
767525153,crossing,traffic_signals,regular
767525153,highway,crossing,regular
767525244,highway,crossing,regular
767525250,highway,crossing,regular
768556375,highway,crossing,regular
768558012,highway,crossing,regular
768558468,barrier,gate,regular
768572017,highway,crossing,regular
768596672,highway,crossing,regular
768596672,source,PNOA,regular
768596672,source:date,2005,regular
769870514,highway,turning_circle,regular
769870549,highway,turning_circle,regular
769870623,highway,turning_circle,regular
769881021,barrier,gate,regular
769881021,school,entrance,regular
770079817,name,Miguel de Rosalía,regular
770079817,shop,butcher,regular
770083604,addr:country,ES,regular
770083604,is_in:country,Spain,regular
770083604,shop,bakery,regular
770083619,amenity,pharmacy,regular
770083620,name,Bazar Chun,regular
770083620,shop,convenience,regular
770083621,addr:country,ES,regular
